selection_status,category,document_type,section,title,date_iso,year,size_mb,estimated_store_mb,cumulative_pdf_mb,cumulative_store_estimated_mb,path,exists,file_url,post_url
selected,rapport,rapport,conseil central de l’économie,État des lieux des finances publiques belges dans le nouveau cadre budgétaire européen,2024-10-11,2024,0.812,2.435,130.067,390.201,rapport/2024-10-16-01-37-18_doc242205fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-10-16-01-37-18_doc242205fr.pdf,https://www.ccecrb.fgov.be/p/fr/1229/etat-des-lieux-des-finances-publiques-belges-dans-le-nouveau-cadre-budgetaire-europeen
selected,avis-conjoint,avis conjoint,consommation,Utilisation des produits phytopharmaceutiques et adjuvants compatible avec le développement durable,2024-10-04,2024,0.351,1.053,130.418,391.254,avis-conjoint/2024-10-08-04-57-05_doc242170fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-10-08-04-57-05_doc242170fr.pdf,https://www.ccecrb.fgov.be/p/fr/1227/utilisation-des-produits-phytopharmaceutiques-et-adjuvants-compatible-avec-le-developpement-durable
selected,actualite,actualité,conseil central de l’économie,Une journée d’étude consacrée à la publication d’informations sur la durabilité,2024-10-01,2024,1.223,3.67,131.641,394.924,actualite/2024-10-15-02-33-24_doc242126fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-10-15-02-33-24_doc242126fr.pdf,https://www.ccecrb.fgov.be/p/fr/1219/une-journee-d-etude-consacree-a-la-publication-d-informations-sur-la-durabilite
selected,actualite,actualité,conseil central de l’économie,Une journée d’étude consacrée à la publication d’informations sur la durabilité,2024-10-01,2024,0.572,1.715,132.213,396.639,actualite/2024-10-10-03-09-29_doc242123fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-10-10-03-09-29_doc242123fr.pdf,https://www.ccecrb.fgov.be/p/fr/1219/une-journee-d-etude-consacree-a-la-publication-d-informations-sur-la-durabilite
selected,actualite,actualité,conseil central de l’économie,Une journée d’étude consacrée à la publication d’informations sur la durabilité,2024-10-01,2024,2.419,7.256,134.632,403.896,actualite/2024-10-08-04-45-22_doc242121fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-10-08-04-45-22_doc242121fr.pdf,https://www.ccecrb.fgov.be/p/fr/1219/une-journee-d-etude-consacree-a-la-publication-d-informations-sur-la-durabilite
selected,actualite,actualité,conseil central de l’économie,Une journée d’étude consacrée à la publication d’informations sur la durabilité,2024-10-01,2024,1.524,4.572,136.156,408.467,actualite/2024-10-08-04-41-06_doc242128fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-10-08-04-41-06_doc242128fr.pdf,https://www.ccecrb.fgov.be/p/fr/1219/une-journee-d-etude-consacree-a-la-publication-d-informations-sur-la-durabilite
selected,actualite,actualité,conseil central de l’économie,Une journée d’étude consacrée à la publication d’informations sur la durabilité,2024-10-01,2024,0.152,0.455,136.308,408.923,actualite/2024-10-08-04-38-08_doc242122fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-10-08-04-38-08_doc242122fr.pdf,https://www.ccecrb.fgov.be/p/fr/1219/une-journee-d-etude-consacree-a-la-publication-d-informations-sur-la-durabilite
selected,actualite,actualité,conseil central de l’économie,Une journée d’étude consacrée à la publication d’informations sur la durabilité,2024-10-01,2024,0.968,2.904,137.276,411.827,actualite/2024-10-08-04-36-18_doc242120fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-10-08-04-36-18_doc242120fr.pdf,https://www.ccecrb.fgov.be/p/fr/1219/une-journee-d-etude-consacree-a-la-publication-d-informations-sur-la-durabilite
selected,actualite,actualité,conseil central de l’économie,Une journée d’étude consacrée à la publication d’informations sur la durabilité,2024-10-01,2024,0.227,0.681,137.503,412.508,actualite/2024-10-08-04-32-22_doc242125fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-10-08-04-32-22_doc242125fr.pdf,https://www.ccecrb.fgov.be/p/fr/1219/une-journee-d-etude-consacree-a-la-publication-d-informations-sur-la-durabilite
selected,actualite,actualité,conseil central de l’économie,Une journée d’étude consacrée à la publication d’informations sur la durabilité,2024-10-01,2024,1.016,3.048,138.519,415.556,actualite/2024-10-03-10-54-08_CCECRB20242124SaskiaSlomp.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-10-03-10-54-08_CCECRB20242124SaskiaSlomp.pdf,https://www.ccecrb.fgov.be/p/fr/1219/une-journee-d-etude-consacree-a-la-publication-d-informations-sur-la-durabilite
selected,actualite,actualité,conseil central de l’économie,Une journée d’étude consacrée à la publication d’informations sur la durabilité,2024-10-01,2024,0.721,2.162,139.239,417.718,actualite/2024-10-03-10-52-08_CCE20242127KarenHofmans.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-10-03-10-52-08_CCE20242127KarenHofmans.pdf,https://www.ccecrb.fgov.be/p/fr/1219/une-journee-d-etude-consacree-a-la-publication-d-informations-sur-la-durabilite
selected,article,article,conseil central de l’économie,Progrès et obstacles dans la mise en place d’un système intégré de transports en commun,2024-09-16,2024,0.122,0.366,139.361,418.084,article/2024-09-05-10-12-11_ArticleProgresetobstaclesdanslamiseenplacedunsystemeintegredetransportsencommunDEF.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-09-05-10-12-11_ArticleProgrèsetobstaclesdanslamiseenplacedunsystèmeintégrédetransportsencommunDEF.pdf,https://www.ccecrb.fgov.be/p/fr/1211/progres-et-obstacles-dans-la-mise-en-place-d-un-systeme-integre-de-transports-en-commun
selected,article,article,conseil central de l’économie,Zoom sur l’exemple suisse d’un système intégré de transports en commun,2024-09-16,2024,0.271,0.814,139.633,418.899,article/2024-08-08-12-49-37_ArticleZoomsurlexemplesuissedunsystemeintegredetransportsencommun.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-08-12-49-37_ArticleZoomsurl’exemplesuissed’unsystèmeintégrédetransportsencommun.pdf,https://www.ccecrb.fgov.be/p/fr/1212/zoom-sur-l-exemple-suisse-d-un-systeme-integre-de-transports-en-commun
selected,article,article,conseil central de l’économie,La capacité de l’infrastructure ferroviaire face aux ambitions d’un « transfert modal » vers le rail,2024-09-16,2024,0.133,0.399,139.766,419.298,article/2024-08-08-12-10-54_Lacapacitedelinfrastructureferroviairefaceauxambitionsduntransfertmodalverslerail.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-08-12-10-54_Lacapacitédel’infrastructureferroviairefaceauxambitionsd’un«transfertmodal»verslerail.pdf,https://www.ccecrb.fgov.be/p/fr/1210/la-capacite-de-l-infrastructure-ferroviaire-face-aux-ambitions-d-un-transfert-modal-vers-le-rail
selected,article,article,conseil central de l’économie,Feuille de route d'Integrato pour un système intégré de transports en commun en Belgique,2024-09-16,2024,0.147,0.44,139.913,419.738,article/2024-08-08-01-05-01_Feuillederouted_IntegratopourunsystemeintegredetransportsencommunenBelgiqueversiondefinitivearticleFR.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-08-01-05-01_Feuillederouted'IntegratopourunsystèmeintégrédetransportsencommunenBelgiqueversiondéfinitivearticleFR.pdf,https://www.ccecrb.fgov.be/p/fr/1213/feuille-de-route-d-integrato-pour-un-systeme-integre-de-transports-en-commun-en-belgique
selected,rapport,rapport,secteurs,L’emploi dans le secteur de la distribution – septembre 2024,2024-09-12,2024,3.076,9.229,142.989,428.966,rapport/2024-11-06-12-10-49_CCE20242270Rapportsurl_emploidanslesecteurdeladistributionDEF.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-11-06-12-10-49_CCE20242270Rapportsurl'emploidanslesecteurdeladistributionDEF.pdf,https://www.ccecrb.fgov.be/p/fr/1230/l-emploi-dans-le-secteur-de-la-distribution-septembre-2024
selected,actualite,actualité,secteurs,Save the date : Pour un secteur de la distribution et un e-commerce belges durables et compétitifs,2024-09-04,2024,0.14,0.421,143.129,429.387,actualite/2024-10-18-02-19-37_programme21.11.2024.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-10-18-02-19-37_programme21.11.2024.pdf,https://www.ccecrb.fgov.be/p/fr/1221/save-the-date-pour-un-secteur-de-la-distribution-et-un-e-commerce-belges-durables-et-competitifs
selected,actualite,actualité,consommation,La CCS Consommation explique sa valeur ajoutée aux négociateurs du gouvernement fédéral,2024-09-02,2024,0.118,0.353,143.247,429.74,actualite/2024-09-02-02-12-06_doc241920fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-09-02-02-12-06_doc241920fr.pdf,https://www.ccecrb.fgov.be/p/fr/1217/la-ccs-consommation-explique-sa-valeur-ajoutee-aux-negociateurs-du-gouvernement-federal
selected,rapport,rapport,secteurs,L'emploi dans l'industrie alimentaire,2024-08-29,2024,2.852,8.557,146.099,438.297,rapport/2024-11-04-02-02-14_CCE20242275L_emploidansl_industriealimentaireDEF.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-11-04-02-02-14_CCE20242275L'emploidansl'industriealimentaireDEF.pdf,https://www.ccecrb.fgov.be/p/fr/1232/l-emploi-dans-l-industrie-alimentaire
selected,article,article,conseil central de l’économie,Fiscalité et parafiscalité des déplacements domicile-travail,2024-07-29,2024,0.488,1.463,146.587,439.761,article/2025-02-03-02-52-36_Fiscaliteetparafiscalitedesdeplacementsdomiciletravail.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2025-02-03-02-52-36_Fiscalitéetparafiscalitédesdéplacementsdomiciletravail.pdf,https://www.ccecrb.fgov.be/p/fr/1209/fiscalite-et-parafiscalite-des-deplacements-domicile-travail
selected,article,article,conseil central de l’économie,Fiscalité et parafiscalité des déplacements domicile-travail,2024-07-29,2024,0.212,0.635,146.798,440.395,article/2024-09-19-11-10-18_La_para_fiscaliteunlevierpourunemobiliteplusdurableetmultimodaleversiondefinitive19.09.2024.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-09-19-11-10-18_La(para)fiscalit%C3%A9unlevierpourunemobilit%C3%A9plusdurableetmultimodaleversiond%C3%A9finitive19.09.2024.pdf,https://www.ccecrb.fgov.be/p/fr/1209/fiscalite-et-parafiscalite-des-deplacements-domicile-travail
selected,article,article,conseil central de l’économie,Fiscalité et parafiscalité des déplacements domicile-travail,2024-07-29,2024,0.286,0.859,147.085,441.255,article/2024-08-08-11-10-41_Articlefiscaliteetparafiscalitetrajetsdomiciletravail2020.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-08-11-10-41_Articlefiscalit%C3%A9etparafiscalit%C3%A9trajetsdomiciletravail2020.pdf,https://www.ccecrb.fgov.be/p/fr/1209/fiscalite-et-parafiscalite-des-deplacements-domicile-travail
selected,avis,avis,conseil central de l’économie,Vers un système intégré de transports en commun en Belgique,2024-07-16,2024,0.104,0.312,147.189,441.567,avis/2024-07-18-10-58-38_doc241820fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-07-18-10-58-38_doc241820fr.pdf,https://www.ccecrb.fgov.be/p/fr/1207/vers-un-systeme-integre-de-transports-en-commun-en-belgique
selected,rapport,rapport,secteurs,Conjoncture Construction Juin 2024,2024-07-09,2024,0.86,2.579,148.049,444.146,rapport/2024-07-09-04-21-09_CCE20241710RapportdeconjonctureConstructionJuin24DEF.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-07-09-04-21-09_CCE20241710RapportdeconjonctureConstructionJuin24DEF.pdf,https://www.ccecrb.fgov.be/p/fr/1204/conjoncture-construction-juin-2024
selected,actualite,actualité,secteurs,Communication aux présidents de partis : appel pour rendre au logement la place centrale au sein des politiques publiques,2024-07-09,2024,0.088,0.265,148.137,444.41,actualite/2024-07-09-04-52-32_CCE20241807Appelpourrendreaulogementlaplacecentralequiluirevientauseindespolitiquespubliques_Website.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-07-09-04-52-32_CCE20241807Appelpourrendreaulogementlaplacecentralequiluirevientauseindespolitiquespubliques_Website.pdf,https://www.ccecrb.fgov.be/p/fr/1205/communication-aux-presidents-de-partis-appel-pour-rendre-au-logement-la-place-centrale-au-sein-des-politiques-publiques
selected,avis,avis,conseil central de l’économie,Étude FORBEG,2024-06-26,2024,0.086,0.258,148.223,444.668,avis/2024-07-08-01-01-14_CCE20241781AvisEtudeForbeg.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-07-08-01-01-14_CCE20241781AvisEtudeForbeg.pdf,https://www.ccecrb.fgov.be/p/fr/1203/etude-forbeg
selected,avis,avis,conseil central de l’économie,9 conseils consultatifs appellent à une meilleure coopération entre les différents niveaux politiques,2024-06-25,2024,3.855,11.566,152.078,456.234,avis/2024-07-03-10-13-43_CCE20241719CNTAvis2.420CFDD202411AvisUnappelauxdifferentsgouvernementsdenotrepays.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-07-03-10-13-43_CCE20241719CNTAvis2.420CFDD202411AvisUnappelauxdifférentsgouvernementsdenotrepays.pdf,https://www.ccecrb.fgov.be/p/fr/1201/9-conseils-consultatifs-appellent-a-une-meilleure-cooperation-entre-les-differents-niveaux-politiques
selected,memorandum,Memorandum,secteurs,Mémorandum pour un secteur de la distribution durable et compétitif,2024-06-21,2024,0.68,2.039,152.757,458.272,memorandum/2024-08-26-03-41-40_doc241750fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-26-03-41-40_doc241750fr.pdf,https://www.ccecrb.fgov.be/p/fr/1208/memorandum-pour-un-secteur-de-la-distribution-durable-et-competitif
selected,actualite,actualité,conseil central de l’économie,Dialogue entre les opérateurs de transports en commun et les conseils consultatifs fédéraux et régionaux,2024-06-18,2024,0.271,0.814,153.029,459.086,actualite/2024-07-18-11-04-47_doc241689fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-07-18-11-04-47_doc241689fr.pdf,https://www.ccecrb.fgov.be/p/fr/1198/dialogue-entre-les-operateurs-de-transports-en-commun-et-les-conseils-consultatifs-federaux-et-regionaux
selected,debat,Débat,conseil central de l’économie,Revoir le webinaire avec Guy Hendrix consacré à l’intégration des transports en commun en Belgique,2024-06-17,2024,0.645,1.936,153.674,461.022,debat/2024-06-25-04-41-38_CCE20241537CNT69D.2464PresentationdeG.Hendrixpourlewebinairedu17.06.2024.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-06-25-04-41-38_CCE20241537CNT69D.2464Pr%C3%A9sentationdeG.Hendrixpourlewebinairedu17.06.2024.pdf,https://www.ccecrb.fgov.be/p/fr/1197/revoir-le-webinaire-avec-guy-hendrix-consacre-a-l-integration-des-transports-en-commun-en-belgique
selected,rapport,rapport,secteurs,La conjoncture économique dans la distribution - juin 2024,2024-06-03,2024,0.054,0.161,153.728,461.184,rapport/2024-09-03-03-28-28_doc241927fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-09-03-03-28-28_doc241927fr.pdf,https://www.ccecrb.fgov.be/p/fr/1218/la-conjoncture-economique-dans-la-distribution-juin-2024
selected,rapport,rapport,conseil central de l’économie,Stratégie de relance – Introduction d’un engagement global des employeurs en matière de places de stage - Évaluation annuelle,2024-05-31,2024,0.198,0.595,153.926,461.778,rapport/2024-06-13-09-52-03_CCE20241440CNTRapport135RapportStrategiederelance.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-06-13-09-52-03_CCE20241440CNTRapport135RapportStratégiederelance.pdf,https://www.ccecrb.fgov.be/p/fr/1189/strategie-de-relance-introduction-d-un-engagement-global-des-employeurs-en-matiere-de-places-de-stage-evaluation-annuelle
selected,rapport,rapport,secteurs,Conjoncture économique dans l'industrie alimentaire et des boissons 2024,2024-05-31,2024,0.055,0.164,153.981,461.943,rapport/2024-05-31-09-25-06_CCE20241413AvantproposrapportconjonctureAlimentation2024.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-05-31-09-25-06_CCE20241413AvantproposrapportconjonctureAlimentation2024.pdf,https://www.ccecrb.fgov.be/p/fr/1187/conjoncture-economique-dans-l-industrie-alimentaire-et-des-boissons-2024
selected,actualite,actualité,secteurs,Communication aux présidents de partis : créer une politique stable pour l’industrie de l’alimentation et des boissons,2024-05-29,2024,0.095,0.285,154.076,462.228,actualite/2024-05-30-11-00-56_CCE20241417communicatiepolitiekFR.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-05-30-11-00-56_CCE20241417communicatiepolitiekFR.pdf,https://www.ccecrb.fgov.be/p/fr/1186/communication-aux-presidents-de-partis-creer-une-politique-stable-pour-l-industrie-de-l-alimentation-et-des-boissons
selected,actualite,actualité,conseil central de l’économie,Séminaire dans le cadre de la présidence belge du Conseil de l'Union européenne,2024-05-24,2024,0.233,0.699,154.309,462.926,actualite/2024-05-24-10-34-17_Programmeseminaire2006.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-05-24-10-34-17_Programmeséminaire2006.pdf,https://www.ccecrb.fgov.be/p/fr/1184/seminaire-dans-le-cadre-de-la-presidence-belge-du-conseil-de-l-union-europeenne
selected,avis-conjoint,avis conjoint,consommation,Incorporation de biocarburants dans le gasoil de chauffage,2024-05-21,2024,0.242,0.727,154.551,463.653,avis-conjoint/2024-05-23-12-30-33_CCE20241320Denominationetcaracteristiquesdugasoiletdesessences.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-05-23-12-30-33_CCE20241320Dénominationetcaractéristiquesdugasoiletdesessences.pdf,https://www.ccecrb.fgov.be/p/fr/1181/incorporation-de-biocarburants-dans-le-gasoil-de-chauffage
selected,avis,avis,consommation,Assouplissement des conditions relatives au service bancaire de base,2024-05-17,2024,0.09,0.271,154.641,463.924,avis/2024-05-17-03-36-53_CCE20241310Adaptationdesconditionsrelativesauservicebancairedebase.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-05-17-03-36-53_CCE20241310Adaptationdesconditionsrelativesauservicebancairedebase.pdf,https://www.ccecrb.fgov.be/p/fr/1182/assouplissement-des-conditions-relatives-au-service-bancaire-de-base
selected,actualite,actualité,conseil central de l’économie,Un séminaire sur le climat et la gouvernance économique dans un contexte européen : quelles implications pour la Belgique ?,2024-05-07,2024,0.348,1.044,154.989,464.968,actualite/2024-05-31-03-26-46_Invitation24juinCCECFDD.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-05-31-03-26-46_Invitation24juinCCECFDD.pdf,https://www.ccecrb.fgov.be/p/fr/1180/un-seminaire-sur-le-climat-et-la-gouvernance-economique-dans-un-contexte-europeen-quelles-implications-pour-la-belgique-
selected,avis-conjoint,avis conjoint,consommation,Mise sur le marché et utilisation des biocides,2024-05-02,2024,0.319,0.958,155.309,465.926,avis-conjoint/2024-05-07-09-31-07_doc241240fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-05-07-09-31-07_doc241240fr.pdf,https://www.ccecrb.fgov.be/p/fr/1179/mise-sur-le-marche-et-utilisation-des-biocides
selected,rapport,rapport,secteurs,"La conjoncture dans le secteur papetier, graphique et de l’édition",2024-04-24,2024,1.785,5.356,157.094,471.282,rapport/2024-04-24-11-06-53_doc241070fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-04-24-11-06-53_doc241070fr.pdf,https://www.ccecrb.fgov.be/p/fr/1174/la-conjoncture-dans-le-secteur-papetier-graphique-et-de-l-edition
selected,rapport,rapport,conseil central de l’économie,État des lieux des finances publiques belges,2024-04-24,2024,0.946,2.839,158.04,474.121,rapport/2024-04-24-05-13-13_doc241185fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-04-24-05-13-13_doc241185fr.pdf,https://www.ccecrb.fgov.be/p/fr/1177/etat-des-lieux-des-finances-publiques-belges
selected,avis,avis,conseil central de l’économie,Communication d’informations de la banque de données sur les déplacements domicile-travail,2024-04-17,2024,0.16,0.481,158.201,474.602,avis/2024-04-17-09-39-45_doc241060fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-04-17-09-39-45_doc241060fr.pdf,https://www.ccecrb.fgov.be/p/fr/1169/communication-d-informations-de-la-banque-de-donnees-sur-les-deplacements-domicile-travail
selected,avis,avis,conseil central de l’économie,Accord sur un remboursement plus élevé des abonnements de train pour les travailleurs,2024-04-08,2024,0.144,0.432,158.345,475.034,avis/2024-04-10-02-21-44_CCE20241030Limiterlesconsequencesnegativesdel_adaptationtarifairedesabonnementsdomiciletravail.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-04-10-02-21-44_CCE20241030Limiterlesconséquencesnégativesdel'adaptationtarifairedesabonnementsdomiciletravail.pdf,https://www.ccecrb.fgov.be/p/fr/1168/accord-sur-un-remboursement-plus-eleve-des-abonnements-de-train-pour-les-travailleurs
selected,avis,avis,consommation,Pratiques du marché déloyales au sein de la chaîne d’approvisionnement agricole et alimentaire,2024-04-05,2024,0.65,1.951,158.995,476.984,avis/2024-04-08-01-11-00_CCE20241000Avissurlespratiquesdeloyalesdanslesrelationsinterentreprisesauseindelachaineagricoleetalimentaire.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-04-08-01-11-00_CCE20241000Avissurlespratiquesdéloyalesdanslesrelationsinterentreprisesauseindelachaîneagricoleetalimentaire.pdf,https://www.ccecrb.fgov.be/p/fr/1167/pratiques-du-marche-deloyales-au-sein-de-la-chaine-d-approvisionnement-agricole-et-alimentaire
selected,avis,avis,consommation,Sacs en plastique et étiquettes,2024-04-03,2024,3.909,11.727,162.904,488.711,avis/2024-04-04-04-18-05_doc240930fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-04-04-04-18-05_doc240930fr.pdf,https://www.ccecrb.fgov.be/p/fr/1166/sacs-en-plastique-et-etiquettes
selected,avis,avis,conseil central de l’économie,L'édition 2024 du diagnostic fédéral sur les déplacements domicile-travail,2024-03-27,2024,0.136,0.408,163.04,489.119,avis/2024-03-28-09-33-39_doc240870fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-03-28-09-33-39_doc240870fr.pdf,https://www.ccecrb.fgov.be/p/fr/1165/l-edition-2024-du-diagnostic-federal-sur-les-deplacements-domicile-travail
selected,memorandum,Memorandum,secteurs,Recommandations prioritaires pour une construction durable et sociale,2024-03-22,2024,0.181,0.543,163.221,489.662,memorandum/2024-03-26-04-37-38_doc240860fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-03-26-04-37-38_doc240860fr.pdf,https://www.ccecrb.fgov.be/p/fr/1164/recommandations-prioritaires-pour-une-construction-durable-et-sociale
selected,actualite,actualité,conseil central de l’économie,Cinquante ans d'informations économiques et financières à fournir aux conseils d'entreprise,2024-03-22,2024,0.213,0.639,163.434,490.301,actualite/2024-03-22-10-29-41_2024061NewsletterLeconseildentrepriseetlarreteroyaldu27novembre197326022024FR.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-03-22-10-29-41_2024061NewsletterLeconseild%E2%80%99entrepriseetl%E2%80%99arr%C3%AAt%C3%A9royaldu27novembre197326022024FR.pdf,https://www.ccecrb.fgov.be/p/fr/1122/cinquante-ans-d-informations-economiques-et-financieres-a-fournir-aux-conseils-d-entreprise
selected,actualite,actualité,conseil central de l’économie,Cinquante ans d'informations économiques et financières à fournir aux conseils d'entreprise,2024-03-22,2024,0.346,1.037,163.78,491.339,actualite/2024-02-06-02-19-06_programma50jaarkbFR_defversie.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-02-06-02-19-06_programma50jaarkbFR_defversie.pdf,https://www.ccecrb.fgov.be/p/fr/1122/cinquante-ans-d-informations-economiques-et-financieres-a-fournir-aux-conseils-d-entreprise
selected,avis,avis,consommation,Pratiques problématiques de vente d’abonnements par téléphone,2024-03-21,2024,0.167,0.5,163.946,491.838,avis/2024-03-21-03-08-15_doc240840fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-03-21-03-08-15_doc240840fr.pdf,https://www.ccecrb.fgov.be/p/fr/1163/pratiques-problematiques-de-vente-d-abonnements-par-telephone
selected,avis-conjoint,avis conjoint,consommation,Shrinkflation sous la loupe,2024-03-21,2024,0.468,1.403,164.414,493.241,avis-conjoint/2024-03-21-03-06-48_doc240820fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-03-21-03-06-48_doc240820fr.pdf,https://www.ccecrb.fgov.be/p/fr/1162/shrinkflation-sous-la-loupe
selected,avis,avis,conseil central de l’économie,La révision du Plan National Énergie-Climat 2030,2024-02-27,2024,0.405,1.216,164.819,494.457,avis/2024-02-29-03-17-15_doc240640fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-02-29-03-17-15_doc240640fr.pdf,https://www.ccecrb.fgov.be/p/fr/1158/la-revision-du-plan-national-energie-climat-2030
selected,article,article,conseil central de l’économie,Check-list relative à la sécurité et au bien-être du travailleur-cycliste,2024-02-27,2024,0.16,0.479,164.979,494.937,article/2024-02-27-02-34-44_doc240616fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-02-27-02-34-44_doc240616fr.pdf,https://www.ccecrb.fgov.be/p/fr/1156/check-list-relative-a-la-securite-et-au-bien-etre-du-travailleur-cycliste
selected,rapport,rapport,conseil central de l’économie,Les carrières professionnelles en Belgique : enjeux et diagnostic,2024-02-22,2024,0.155,0.465,165.134,495.401,rapport/2024-02-27-04-06-50_doc240630fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-02-27-04-06-50_doc240630fr.pdf,https://www.ccecrb.fgov.be/p/fr/1157/les-carrieres-professionnelles-en-belgique-enjeux-et-diagnostic
selected,rapport,rapport,conseil central de l’économie,Les carrières professionnelles en Belgique : enjeux et diagnostic,2024-02-22,2024,1.03,3.091,166.164,498.492,rapport/2024-02-27-03-35-07_doc240540fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-02-27-03-35-07_doc240540fr.pdf,https://www.ccecrb.fgov.be/p/fr/1157/les-carrieres-professionnelles-en-belgique-enjeux-et-diagnostic
selected,rapport,rapport,conseil central de l’économie,Rapport technique du secrétariat sur les marges maximales disponibles 2023,2024-02-21,2024,1.801,5.403,167.965,503.895,rapport/2024-08-21-01-53-24_CCE20240550Rapporttechnique2023.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-21-01-53-24_CCE20240550Rapporttechnique2023.pdf,https://www.ccecrb.fgov.be/p/fr/1151/rapport-technique-du-secretariat-sur-les-marges-maximales-disponibles-2023
selected,rapport,rapport,conseil central de l’économie,L’écart salarial entre femmes et hommes en 2023,2024-02-21,2024,0.283,0.85,168.248,504.745,rapport/2024-02-27-03-14-11_doc240552fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-02-27-03-14-11_doc240552fr.pdf,https://www.ccecrb.fgov.be/p/fr/1152/l-ecart-salarial-entre-femmes-et-hommes-en-2023
selected,rapport,rapport,conseil central de l’économie,Rapport sur les avantages non récurrents liés aux résultats,2024-02-21,2024,0.127,0.38,168.375,505.126,rapport/2024-02-27-02-33-59_doc240551fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-02-27-02-33-59_doc240551fr.pdf,https://www.ccecrb.fgov.be/p/fr/1154/rapport-sur-les-avantages-non-recurrents-lies-aux-resultats
